time,proto,sip,sport,dip,dport,from,to,subject
2017-11-25 09:53:50,smtp,10.116.216.72,1563,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 09:53:58,smtp,10.64.105.8,2712,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,³É±¾¿ØÖÆ
2017-11-25 09:54:19,smtp,10.116.216.71,1741,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:51]HOST_5XX25c516b4b35367887dae94e30ff6716e
2017-11-25 09:55:00,smtp,10.116.216.71,2165,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:709]HOST_5XX735d2cfd7e47b36a237fe89c3f99e19e
2017-11-25 09:55:03,smtp,10.116.216.71,2265,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:814]HOST_5XX489222b608ec48dff6b9c711ce71f24f
2017-11-25 09:56:14,smtp,10.116.216.73,2161,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 09:56:34,smtp,10.116.216.71,2047,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1309]HOST_5XXbb4550e7303d92e2d051cf179348449a
2017-11-25 09:57:31,smtp,10.116.216.73,2501,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 09:58:34,smtp,10.116.216.71,2437,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:968]HOST_5XX939452fcbb7b521f2664c4d4606455dc
2017-11-25 09:58:42,smtp,10.116.216.71,1863,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:761]HOST_5XX5a8d81df14d7a3e0faef71bbbb4d28e9
2017-11-25 09:58:57,smtp,10.64.106.16,2214,10.5.71.60,25,1347@hightech.com,1142@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 09:59:25,smtp,10.116.216.73,2501,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 10:12:05,smtp,10.116.216.71,2165,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:639]HOST_5XX1a81f35aea74e68d3e691f06178a9837
2017-11-25 10:14:33,smtp,10.116.216.71,1824,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:374]HOST_5XX54523c59f2520cc7560faf6ca3678c00
2017-11-25 10:14:35,smtp,10.116.216.71,2498,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:766]HOST_5XXe6b2ac65cac46a13070ae1314bbef049
2017-11-25 10:15:00,smtp,10.116.216.71,1544,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:233]HOST_5XXe49667dc1b52440cbd92b2c8726c1eee
2017-11-25 10:15:28,smtp,10.64.105.12,2035,10.5.71.60,25,1342@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-25 10:15:33,smtp,60.182.73.177,55491,10.5.71.60,25,7a545981f4d57840be669f6244d33bfd@qq.com,1125@hightech.com,000000000¡´38Ôª¼t°úÒÑ½›éÄúÌí¼Ó¡¥¼t°ü´óŸâ@â@£º778684162ÈºÌ–£º512137592¡¥ÆÚ´ıÄúµÄ¼ÓÈë¡¥°ÄéTĞÂÆÏ¾©¡µ¹ÜÀà¼Ó¹¤
2017-11-25 10:17:20,smtp,125.117.51.204,57666,10.5.71.60,25,d7fc1b193c701d1189f8e4d188927d41@qq.com,1060@hightech.com,Îâ¼Ñ¡Ü°ÄéTĞÂÆÏ¾©116498üccom¾«œÊÙYÁÏ£¼Ò»´aÖĞÌØ£¾Ô]ƒÔ¼´ËÍ38£üâ@â@£º778741365£ü¡İ·ÉÑÌÎåºîÕ¬
2017-11-25 10:17:49,smtp,10.64.105.205,2150,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,³É±¾¿ØÖÆ
2017-11-25 10:20:15,smtp,10.64.105.43,2387,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,²ÆÎñ·ÖÎö
2017-11-25 10:20:24,smtp,10.116.216.71,2505,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:508]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-25 10:20:43,smtp,10.116.216.72,2417,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 10:22:34,smtp,10.116.216.71,1861,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:112]HOST_5XX40b41319c16d3f0f4cfd632e77a78377
2017-11-25 10:23:29,smtp,222.189.244.116,50017,10.5.71.60,25,d89a241f1ebbc6aefd9796a4f6cd45eb@qq.com,1207@hightech.com,ÖáÀà¼Ó¹¤[ĞÂÆÏ¾©--38Ôª¼t°úÒÑ½›éÄúÌí¼Ó--¼t°ü´óŸâ@â@£º778684162ÁùºĞ49‚ä¡Û-³Éé•ş†TîI¹¤ÙY]<div>Èí¼ş´íÎó</div><div>½¸¿åÍøÀñ¿àÕÊÓô²îÉ¾Ôç×Å×âÒâÊ½°ÕºÁÇå²ô</div><p>£¨2£©±¦ÊÙºÍÉĞ¡ª¡ªÒ»ÈÕ£¬½ÖÍ·¼ûÁ½ÈË½»Õù£¬»ÓÒ»È­Ô»£º¡°ÄãµÃí¥Ã´ÎŞÃæÄ¿£¡¡±Ê¦µ±</p>
2017-11-25 10:25:45,smtp,10.116.216.72,1826,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 10:26:06,smtp,125.112.225.185,58715,10.5.71.60,25,577beb8656551290846fd82ff9299c97@qq.com,1125@hightech.com,ËÕµÌ¾¡ÈÕ·çºÍÓê¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º252647499•r•r9.88‚ä¡Ûa°®ËµÄÏ³¯¿ñ¿Í
2017-11-25 10:26:39,smtp,10.116.216.71,2505,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1067]HOST_5XXa9cb7a035a5f6fe7f00b36fa0ee9d193
2017-11-25 10:28:43,smtp,10.116.216.71,1662,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:108]HOST_5XX60a1a4112e7afb24a1e7bc2f2f449db2
2017-11-25 10:28:55,smtp,222.189.247.148,61099,10.5.71.60,25,935dae0ccf59d41f3f6e7af59b259e5b@qq.com,1224@hightech.com,ÖĞ¹úÒÆ¶¯ÌáĞÑ¡Ú°ÄéTĞÂÆÏ¾©116498üccom£üÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£üâ@â@£º778684162£üÈºÌ–£º252647499£ü•r•r9.88‚ä?0000
2017-11-25 10:29:12,smtp,10.64.106.29,2505,10.5.71.60,25,1433@hightech.com,5260d1c2b9226444922234103b627921@sohu.com,¸´ÊÔÍ¨Öª
2017-11-25 10:31:45,smtp,10.116.216.71,1881,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:828]HOST_5XXddfdd165fd73e1f9a94ea6068c09dd0c
2017-11-25 10:32:17,smtp,10.116.216.71,2518,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1135]HOST_5XX380b15ad9a6c26c908a88d11742f9221
2017-11-25 10:33:42,smtp,10.64.105.71,2520,10.5.71.60,25,1180@hightech.com,1405@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 10:34:16,smtp,10.116.216.71,2625,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:328]HOST_5XX05a7434da5d82f0773bc48a6cdcd33f9
2017-11-25 10:34:34,smtp,10.116.216.72,2097,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 10:35:04,smtp,111.202.126.72,1851,10.5.71.60,25,3ef9d0429a478f5c2f947d36cf08cd6b@sohu.com,1184@hightech.com,¼òÀú
2017-11-25 10:35:06,smtp,10.116.216.71,2533,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:340]HOST_5XX3e61f981a44e519b26bcdbae005a9019
2017-11-25 10:35:19,smtp,10.116.216.71,1788,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:109]HOST_5XXe1e55c2c511a4b23d2f5ad0c336b5c9c
2017-11-25 10:35:28,smtp,10.64.105.234,1931,10.5.71.60,25,1396@hightech.com,1060@hightech.com;1359@hightech.com;1457@hightech.com;1328@hightech.com;1145@hightech.com;1306@hightech.com;1440@hightech.com;1446@hightech.com;1336@hightech.com,ĞèÇóµ÷ÑĞ
2017-11-25 10:37:05,smtp,10.64.105.231,2258,10.5.71.60,25,1213@hightech.com,1328@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 10:38:29,smtp,10.116.216.71,1793,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:403]HOST_5XXb85eac7fe862bbb1ba3402170780dc3c
2017-11-25 10:40:05,smtp,10.116.216.71,2387,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:329]HOST_5XX38f40816cc3a52bcd003ff770e5b3108
2017-11-25 10:40:26,smtp,10.116.216.73,2211,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 10:41:07,smtp,10.116.216.72,2218,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 10:41:31,smtp,10.116.216.71,2276,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:721]HOST_5XXba677ab95bb5f600d45c5a5e3fe92728
2017-11-25 10:41:36,smtp,10.116.216.71,2346,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:151]HOST_5XX67ac6848d6a181ad1d9c2c6508f55a07
2017-11-25 10:44:30,smtp,218.0.69.130,57729,10.5.71.60,25,5304786036e9580ac0c5a6f6b3df4527@qq.com,1058@hightech.com,ÑëĞĞ»¹¿îÌáĞÑ¡Ú°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365ÈºÌ–£º512137592•r•r9.88‚ä¡Ûa<div>ÑÛ¿´×Å±ğÈËÉú³¤×Ô¼ºÈ´¿İÎ®£»</div><p>Âê¿ËË¹Ò²¸ÃÈÃÀíÖÇ¿ØÖÆÄãµÄ±¯Í´²ÅÊÇ¡£</p><div>Éã¹ºËÂ½±Áì½¥ËÅÔÜÀ°ÂÓ</div>
2017-11-25 10:44:39,smtp,10.64.105.246,2306,10.5.71.60,25,1381@hightech.com,1143@hightech.com,×Ü½á
2017-11-25 10:44:44,smtp,10.116.216.71,2332,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:731]HOST_5XX1149cfff5b8902d48927ab23312d57ce
2017-11-25 10:44:58,smtp,10.116.216.71,2497,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:362]HOST_5XX7fbd1c3de59399a68160ec309b25bc04
2017-11-25 10:45:00,smtp,10.64.105.243,2418,10.5.71.60,25,1369@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-25 10:45:41,smtp,10.116.216.71,2515,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:163]HOST_5XX4c84291be0fada7df0d86f9defb0a301
2017-11-25 10:46:28,smtp,10.116.216.71,2522,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:379]HOST_5XXef25490128e23b2ef82c9f44f1fea303
2017-11-25 10:46:42,smtp,10.64.106.24,1659,10.5.71.60,25,1277@hightech.com,1098@hightech.com,ÏîÄ¿»ã±¨
2017-11-25 10:47:12,smtp,10.116.216.71,1938,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:529]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-25 10:47:23,smtp,10.64.105.12,2036,10.5.71.60,25,1342@hightech.com,1262@hightech.com,²ÆÎñ±¨ÕË
2017-11-25 10:48:38,smtp,125.112.226.59,59831,10.5.71.60,25,a650b3a2116f13d15dc3f0971f79f52b@qq.com,1058@hightech.com,00000000000000asdas¡Ü°ÄéTĞÂÆÏ¾©116498üccom¾«œÊÙYÁÏ£¼Ò»´aÖĞÌØ£¾Ô]ƒÔ¼´ËÍ38£üâ@Èº£º512137592£ü¡İÕÔºç¶àzhaohongduo
2017-11-25 10:49:39,smtp,10.116.216.71,2497,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:244]HOST_5XX759701a04124aeeb2d62e8733e901f4f
2017-11-25 10:51:49,smtp,10.116.216.71,2673,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:286]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-25 10:53:02,smtp,10.116.216.73,2205,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-25 10:55:51,smtp,10.64.106.23,1554,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,×Ê½ğ
2017-11-25 10:56:09,smtp,10.116.216.72,1802,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
