time,proto,sip,sport,dip,dport,from,to,subject
2017-11-05 10:47:04,smtp,125.112.225.185,63493,10.5.71.60,25,22c331c567e2e176a52a5398a84f8a3b@qq.com,1096@hightech.com,杨袁yangyuan[新葡京--38元紅苞已經為您添加--紅包大師釦釦：2730418114六盒49備≯-成為會員領工資]000000000000
2017-11-05 10:47:52,smtp,10.116.216.71,1968,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:835]HOST_5XX40861643441fa09059e1861600bec332
2017-11-05 10:49:04,smtp,10.64.106.9,2268,10.5.71.60,25,1184@hightech.com,5056813df2a9071c1ecf02ba42125209@sohu.com,Offer
2017-11-05 10:49:16,smtp,10.116.216.72,2058,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 10:49:47,smtp,10.116.216.71,1953,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1058]HOST_5XXff1a92e9c4788a4a976f3b8c4bf6ed8c
2017-11-05 10:50:02,smtp,10.116.216.71,2068,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1258]HOST_5XXd6e8fa49a2e80cdf8a49eccc93a72a39
2017-11-05 10:53:53,smtp,10.116.216.72,1536,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 10:55:47,smtp,10.116.216.71,2495,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:208]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-05 10:56:26,smtp,10.64.106.10,1934,10.5.71.60,25,1499@hightech.com,d4304a71d3f57f05abc03c5e4d2b538c@sohu.com,面试通知
2017-11-05 10:56:53,smtp,10.116.216.71,1927,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:854]HOST_5XX76b47a35a0e5217559d6d57195270136
2017-11-05 10:59:34,smtp,10.116.216.71,2069,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1162]HOST_5XX63ab8c1b75d6aced5b2c9ba7b8b8f6b9
2017-11-05 11:03:39,smtp,10.116.216.71,2062,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:198]HOST_5XXa3bce24dce0d2a2acb70dc6280d24fc5
2017-11-05 11:04:12,smtp,10.116.216.73,2196,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 11:06:58,smtp,14.17.32.47,1606,10.5.71.60,25,550bbeaab0637ec77d59b08e1a8c9eb2@foxmail.com,1067@hightech.com,合作
2017-11-05 11:14:20,smtp,10.64.105.187,1941,10.5.71.60,25,1152@hightech.com,1154@hightech.com,总结
2017-11-05 11:15:20,smtp,10.64.105.92,1779,10.5.71.60,25,1354@hightech.com,1230@hightech.com;1167@hightech.com;1182@hightech.com;1265@hightech.com;1129@hightech.com;1252@hightech.com;1223@hightech.com;1404@hightech.com;1200@hightech.com,搜索详细设计
2017-11-05 11:16:58,smtp,10.64.106.43,1540,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
2017-11-05 11:21:26,smtp,10.116.216.71,2466,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:468]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-05 11:22:11,smtp,10.116.216.71,2242,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:222]HOST_5XXbe461c9612b8e4cd733dac2a42b7840e
2017-11-05 11:25:46,smtp,10.64.106.10,1927,10.5.71.60,25,1499@hightech.com,cf64e43a25c12eaffcde03542e28323b@sina.com,公司简介
2017-11-05 11:26:55,smtp,60.182.126.242,61240,10.5.71.60,25,a09cef47085f26b67ce79e6525aca6ae@qq.com,1119@hightech.com,合同到期提醒≮註冊即送38及工資｜澳門新葡京116498點com｜群號：252647499｜釦釦：77868416200000000
2017-11-05 11:28:04,smtp,10.116.216.71,2130,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:377]HOST_5XX38f40816cc3a52bcd003ff770e5b3108
2017-11-05 11:29:01,smtp,10.116.216.72,2243,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 11:29:23,smtp,10.64.105.76,2510,10.5.71.60,25,1305@hightech.com,1100@hightech.com,总结
2017-11-05 11:33:05,smtp,10.116.216.71,2275,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:217]HOST_5XX12efdb198d4f4e59f8862d4305e0772e
2017-11-05 11:33:45,smtp,125.112.225.185,51477,10.5.71.60,25,b181427857b4f1c0733edcdd885df50e@qq.com,1228@hightech.com,叶开≮澳門新葡京116498點com｜註冊即送38及工資｜釦釦：778684162｜群號：252647499｜六盒49備?富贵是危机
2017-11-05 11:33:45,smtp,10.116.216.71,1792,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1425]HOST_5XX924ee12b873c4624b317ed42c1b02d09
2017-11-05 11:36:44,smtp,10.116.216.71,2476,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:442]HOST_5XXdb620c9e54710de78d6a23528f741296
2017-11-05 11:41:10,smtp,10.116.216.72,1982,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 11:42:43,smtp,10.116.216.71,1531,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:535]HOST_5XX6977d33ad6f69734524aeee5eda813a3
2017-11-05 11:44:21,smtp,10.116.216.71,2170,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:61]HOST_5XX107e616e0735d051cce1eb5d02838b78
2017-11-05 11:52:26,smtp,10.116.216.71,2247,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:375]HOST_5XX549a392fe5a0a6a3a2737bb1f1f78150
2017-11-05 11:58:19,smtp,10.116.216.71,1533,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:744]HOST_5XX7fbd1c3de59399a68160ec309b25bc04
2017-11-05 12:02:37,smtp,118.192.64.194,39852,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1119@hightech.com,【品牌互动经理_北京】何长辉_来自猎聘网的候选人
2017-11-05 12:05:29,smtp,10.64.105.16,2267,10.5.71.60,25,1440@hightech.com,494897a1d05d06d0712de6d41ee98bb6@qq.com,关于平台的一些介绍
2017-11-05 12:06:38,smtp,10.64.106.6,2066,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
2017-11-05 12:07:06,smtp,10.116.216.71,1934,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:36]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-05 12:07:37,smtp,60.182.73.177,63347,10.5.71.60,25,6aa6ce12d6066ae8bf02b7a1e4f33799@qq.com,1115@hightech.com,青松毛〈38元紅苞已經為您添加ˉ紅包大師釦釦：778684162群號：512137592ˉ期待您的加入ˉ澳門新葡京〉脑模mo型
2017-11-05 12:09:13,smtp,10.64.106.43,1533,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
2017-11-05 12:09:37,smtp,10.64.106.6,2055,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,招聘信息总结
2017-11-05 12:16:22,smtp,125.112.226.59,59850,10.5.71.60,25,cbc85e7aba3e86331b09b7bf89004371@qq.com,1115@hightech.com,黄云堆雪【澳門新葡京｜｜註冊即送38｜｜下箸即可領工資｜｜釦釦：778684162】季远利
2017-11-05 12:21:34,smtp,10.116.216.72,2513,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 12:22:02,smtp,163.177.72.176,1935,10.5.71.60,25,79eec245779e27968a0aee3c32a994c9@qq.com,1473@hightech.com,个人资料
2017-11-05 12:22:18,smtp,10.116.216.71,2258,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:405]HOST_5XX660bb77285cf0a4b14e65677c9f72322
2017-11-05 12:22:26,smtp,10.116.216.71,2230,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1038]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-05 12:24:10,smtp,10.116.216.71,2457,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:686]HOST_5XXca71b7ca4f531a2fe9e6cbddec4f0ed1
2017-11-05 12:25:08,smtp,10.64.106.6,2074,10.5.71.60,25,1473@hightech.com,4c191b0681e01ca386ac72e04d98e615@sohu.com,录用通知（接受请回复邮件确认，谢谢！）
2017-11-05 12:25:11,smtp,10.64.106.43,1545,10.5.71.60,25,1363@hightech.com,6d7fe9643523c9d8d6550ac48840db0e@sohu.com,公司简介
2017-11-05 12:25:46,smtp,10.116.216.72,2482,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 12:27:49,smtp,10.116.216.72,2526,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 12:28:44,smtp,10.116.216.73,1949,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 13:34:45,smtp,10.116.216.73,3240,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 13:38:49,smtp,10.64.106.6,3119,10.5.71.60,25,1473@hightech.com,1013@hightech.com,工作汇报
2017-11-05 13:45:48,smtp,10.64.106.6,3133,10.5.71.60,25,1473@hightech.com,dc5ad635caccdbea105f90a4297e3b07@qq.com,新员工必读
2017-11-05 13:46:46,smtp,10.116.216.71,2410,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1129]HOST_5XXc4a9ccd85feb8f5fc379f23e9a869da7
2017-11-05 13:52:42,smtp,10.116.216.71,3230,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:304]HOST_5XX7b639a4dd83605d9a62bf2f83ae4fb46
2017-11-05 13:54:53,smtp,10.116.216.73,3117,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 13:56:01,smtp,10.116.216.73,2429,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 13:58:13,smtp,10.116.216.71,2935,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:821]HOST_5XX6dc15f64a901905d69b1ef1f5166e37f
2017-11-05 14:02:55,smtp,10.64.105.89,2426,10.5.71.60,25,1041@hightech.com,1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,年度工作目标
2017-11-05 14:04:37,smtp,10.64.106.13,3745,10.5.71.60,25,1300@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
2017-11-05 14:05:05,smtp,10.116.216.73,3242,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 14:06:06,smtp,10.64.105.89,2416,10.5.71.60,25,1041@hightech.com,1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,工作计划
2017-11-05 14:24:00,smtp,10.116.216.71,2954,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:296]HOST_5XX4999d181f180a509b1e2428475c9a050
2017-11-05 14:25:48,smtp,10.116.216.71,2876,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:358]HOST_5XX240a5c76f455e0dbf32574e17e843ff1
2017-11-05 14:25:59,smtp,10.116.216.71,3150,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:277]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-05 14:26:32,smtp,10.64.106.9,3257,10.5.71.60,25,1184@hightech.com,e2ae2b6938c44ee5793d3889652bc32c@foxmail.com,面试通知
2017-11-05 14:38:03,smtp,10.116.216.71,3216,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1008]HOST_5XX8ea5a77150a30251622a97c28512a265
2017-11-05 14:38:33,smtp,10.116.216.73,3110,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 14:43:45,smtp,10.116.216.72,3134,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 14:44:47,smtp,10.116.216.73,3231,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 14:45:34,smtp,111.202.126.72,3749,10.5.71.60,25,e7780ec79c193d9ea5e81129fbbf41b5@sohu.com,1067@hightech.com,合作
2017-11-05 14:45:59,smtp,10.116.216.71,2949,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1102]HOST_5XX19aa03d50872e1d1691298bc10de456a
2017-11-05 14:47:01,smtp,10.64.105.89,2424,10.5.71.60,25,1041@hightech.com,1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,年度工作目标
2017-11-05 14:55:20,smtp,10.64.106.9,3273,10.5.71.60,25,1184@hightech.com,1013@hightech.com,工作汇报
2017-11-05 14:56:20,smtp,10.64.106.6,3112,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
2017-11-05 14:56:48,smtp,10.116.216.71,2967,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:154]HOST_5XX8db4abb213a936af196568790c9b8b4c
2017-11-05 15:18:22,smtp,10.64.105.89,2416,10.5.71.60,25,1041@hightech.com,1067@hightech.com,工作汇报
2017-11-05 15:18:55,smtp,10.116.216.71,2392,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1174]HOST_5XXbd7c3e88bad2d9e01d545940448d1783
2017-11-05 15:28:05,smtp,10.116.216.73,3245,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 15:32:11,smtp,10.64.105.89,2419,10.5.71.60,25,1041@hightech.com,5c51b5ba6c3700749bbc16c88c385c7e@sina.com,财务
2017-11-05 15:32:29,smtp,10.116.216.71,3252,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1120]HOST_5XX545c2a7b700f1507a4cff1b8763bd43c
2017-11-05 15:34:35,smtp,10.116.216.71,3064,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:154]HOST_5XX5e01f2febd50ccbbc3045287d8f118ee
2017-11-05 15:41:33,smtp,10.116.216.72,3754,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 15:44:04,smtp,14.118.162.124,63865,10.5.71.60,25,faef1f4b3656e6ed761cb0ea2093ea31@qq.com,1119@hightech.com,业界最具公信力，多项行业桂冠，连续六年业内领跑，载誉而来：2220793.COM千款老虎机、捕鱼王嗨到爆！数不尽的惊喜，挡不住的欢乐，让您迫不及待的来享受！
2017-11-05 15:47:06,smtp,10.116.216.73,2595,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,安全邮件崩溃
2017-11-05 15:53:41,smtp,180.116.214.140,64543,10.5.71.60,25,70f0ef4c5bd6cd20f6eee78787c7d9cd@qq.com,1092@hightech.com,紫钻到期提醒sda＜澳門新葡京116498點com｜群號：252647499｜釦釦：778741365群號：252647499｜六盒49備＞00000000
2017-11-05 15:54:48,smtp,10.116.216.72,2574,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2017-11-05 15:57:27,smtp,163.177.72.176,2605,10.5.71.60,25,5354d5c1aa8bce772bab8908cc118194@qq.com,1295@hightech.com,照片、表格等资料
2017-11-05 16:03:20,smtp,10.116.216.71,2851,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:230]HOST_5XX1a81f35aea74e68d3e691f06178a9837
